"Handle","Title","Body (HTML)","Vendor","Product Category","Type","Tags","Published","Option1 Name","Option1 Value","Option1 Linked To","Option2 Name","Option2 Value","Option2 Linked To","Option3 Name","Option3 Value","Option3 Linked To","Variant SKU","Variant Grams","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Unit Price Total Measure","Unit Price Total Measure Unit","Unit Price Base Measure","Unit Price Base Measure Unit","Variant Barcode","Image Src","Image Position","Image Alt Text","Gift Card","SEO Title","SEO Description","Activewear clothing features (product.metafields.shopify.activewear-clothing-features)","Activity (product.metafields.shopify.activity)","Clothing features (product.metafields.shopify.clothing-features)","Color (product.metafields.shopify.color-pattern)","Fabric (product.metafields.shopify.fabric)","Fit (product.metafields.shopify.fit)","Headwear features (product.metafields.shopify.headwear-features)","Neckline (product.metafields.shopify.neckline)","Pants length type (product.metafields.shopify.pants-length-type)","Size (product.metafields.shopify.size)","Sleeve length type (product.metafields.shopify.sleeve-length-type)","Target gender (product.metafields.shopify.target-gender)","Top length type (product.metafields.shopify.top-length-type)","Variant Image","Variant Weight Unit","Variant Tax Code","Cost per item","Status"
"og-t-shirt-black-by-corteiz","","","","","","","","","m","","","","","","","","","500.0","","0","deny","manual","99.00","134.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-t-shirt-black-by-corteiz","","","","","","","","","l","","","","","","","","","500.0","","0","deny","manual","99.00","134.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-t-shirt-black-by-corteiz","","","","","","","","","xl","","","","","","","","","500.0","","0","deny","manual","99.00","134.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-t-shirt-black-by-corteiz","","","","","","","","","2xl","","","","","","","","","500.0","","0","deny","manual","99.00","134.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"skull-t-shirt-black-by-corteiz","Skull T-shirt Black By Corteiz","Elevate your streetwear game with this bold Skull T-shirt in classic black by Corteiz. Featuring a striking skull graphic design, this tee combines edgy aesthetics with premium comfort. Perfect for casual wear, layering, or making a statement at any occasion. Crafted for durability and style, it's a versatile essential that pairs effortlessly with jeans, joggers, or cargo pants. Embrace the iconic Corteiz vibe and stand out from the crowd.","Corteiz","Apparel & Accessories > Clothing > Clothing Tops > T-Shirts","T Shirt","Black T shirt, Corteiz  T-Shirt","true","Size","s","product.metafields.shopify.size","","","","","","","","500.0","","0","deny","manual","101.00","145.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-Alcatraz-Skull-T-shirt-Black-1-768x981-1.png?v=1784866263","1","","false","Skull T-shirt Black By Corteiz Buy Now Free Shipping  UK USA","Elevate your streetwear game with this bold Skull T-shirt in classic black by Corteiz. Featuring a striking skull graphic design","","","","black","","","","crew","","s; m; l; xl; 2xl","short","","","","kg","","","active"
"skull-t-shirt-black-by-corteiz","","","","","","","","","m","","","","","","","","","500.0","","0","deny","manual","101.00","145.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"skull-t-shirt-black-by-corteiz","","","","","","","","","l","","","","","","","","","500.0","","0","deny","manual","101.00","145.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"skull-t-shirt-black-by-corteiz","","","","","","","","","xl","","","","","","","","","500.0","","0","deny","manual","101.00","145.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"skull-t-shirt-black-by-corteiz","","","","","","","","","2xl","","","","","","","","","500.0","","0","deny","manual","101.00","145.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"olympic-t-shirt-black-by-corteiz","Olympic T-shirt Black By Corteiz","The Olympic T-shirt in Black by Corteiz delivers bold streetwear style with premium quality construction. Crafted from soft, durable fabric, this classic black tee features the iconic Corteiz branding and clean design that works effortlessly with any casual wardrobe. Perfect for everyday wear, layering, or making a statement. Comfortable fit, versatile color, and authentic streetwear credibility make this an essential addition to your collection.","Corteiz","Apparel & Accessories > Clothing > Clothing Tops > T-Shirts","T Shirt","Black T shirt, Corteiz  T-Shirt","true","Size","s","product.metafields.shopify.size","","","","","","","","500.0","","0","deny","manual","95.00","145.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-Alcatraz-Olympic-T-shirt-Black-1-768x981-1_1.png?v=1784865946","1","","false","Olympic T-shirt Black By Corteiz Buy Now Free Shipping UK USA","The Olympic T-shirt in Black by Corteiz delivers bold streetwear style with premium quality construction. Crafted from soft, durable fabri.","","","","black","","","","crew","","s; m; l; xl; 2xl","short","","","","kg","","","active"
"olympic-t-shirt-black-by-corteiz","","","","","","","","","m","","","","","","","","","500.0","","0","deny","manual","95.00","145.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"olympic-t-shirt-black-by-corteiz","","","","","","","","","l","","","","","","","","","500.0","","0","deny","manual","95.00","145.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"olympic-t-shirt-black-by-corteiz","","","","","","","","","xl","","","","","","","","","500.0","","0","deny","manual","95.00","145.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"olympic-t-shirt-black-by-corteiz","","","","","","","","","2xl","","","","","","","","","500.0","","0","deny","manual","95.00","145.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"4starz-t-shirt-white-by-corteiz","4Starz  T-shirt White By Corteiz","Premium white t-shirt from the 4Starz collection by Corteiz. Crafted with quality materials for everyday comfort and style. Features a clean, versatile design that pairs effortlessly with any outfit. Perfect for casual wear, layering, or making a statement with minimalist fashion. Durable construction ensures long-lasting wear through regular washing and wear.","Corteiz","Apparel & Accessories > Clothing > Clothing Tops > T-Shirts","T Shirt","Corteiz  T-Shirt, White T Shirt","true","Size","s","product.metafields.shopify.size","","","","","","","","500.0","","0","deny","manual","103.00","145.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-4Starz-Alcatraz-T-shirt-White-2.png?v=1784782208","1","","false","4Starz  T-shirt White By Corteiz Buy Now Free Shipping UK USA","Premium white t-shirt from the 4Starz collection by Corteiz. Crafted with quality materials for everyday comfort and style. Features a clean.","","","","white","","","","crew","","s; m; l; xl; 2xl","short","","","","kg","","","active"
"4starz-t-shirt-white-by-corteiz","","","","","","","","","m","","","","","","","","","500.0","","0","deny","manual","103.00","145.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"4starz-t-shirt-white-by-corteiz","","","","","","","","","l","","","","","","","","","500.0","","0","deny","manual","103.00","145.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"4starz-t-shirt-white-by-corteiz","","","","","","","","","xl","","","","","","","","","500.0","","0","deny","manual","103.00","145.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"4starz-t-shirt-white-by-corteiz","","","","","","","","","2xl","","","","","","","","","500.0","","0","deny","manual","103.00","145.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"4starz-t-shirt-black-by-corteiz","4Starz T-shirt Black By Corteiz","Premium black t-shirt from Corteiz's 4Starz collection. Crafted with quality materials for comfort and durability. Features a classic design that works for casual wear or layering. Perfect for everyday style with a contemporary edge. Ideal for those seeking authentic streetwear with attention to detail.","Corteiz","Apparel & Accessories > Clothing > Clothing Tops > T-Shirts","T Shirt","Black T shirt, Corteiz  T-Shirt","true","Size","s","product.metafields.shopify.size","","","","","","","","500.0","","0","deny","manual","104.00","165.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-4Starz-Alcatraz-T-shirt-Black-700x894.png?v=1784781935","1","","false","4Starz T-shirt Black By Corteiz Buy Now Free Shipping UK USA","Premium black t-shirt from Corteiz's 4Starz collection. Crafted with quality materials for comfort and durability. Features a classic design that works.","","","","","","","","","","s; m; l; xl; 2xl","","","","","kg","","","active"
"4starz-t-shirt-black-by-corteiz","","","","","","","","","m","","","","","","","","","500.0","","0","deny","manual","104.00","165.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"4starz-t-shirt-black-by-corteiz","","","","","","","","","l","","","","","","","","","500.0","","0","deny","manual","104.00","165.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"4starz-t-shirt-black-by-corteiz","","","","","","","","","xl","","","","","","","","","500.0","","0","deny","manual","104.00","165.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"4starz-t-shirt-black-by-corteiz","","","","","","","","","2xl","","","","","","","","","500.0","","0","deny","manual","104.00","165.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-t-shirt-white-by-corteiz-1","OG T-shirt White By Corteiz","<p>The OG T-shirt in classic white by Corteiz is an essential wardrobe staple. Crafted with quality materials, this versatile piece offers comfort and style for everyday wear. The clean, minimalist design makes it easy to pair with any outfit, whether dressed up or down. Perfect for those who appreciate timeless fashion with a contemporary edge. A must-have addition to any collection.</p>","Corteiz","Apparel & Accessories > Clothing > Clothing Tops > T-Shirts","T Shirt","Corteiz T Shirt, White T Shirt","true","Size","s","product.metafields.shopify.size","","","","","","","","500.0","shopify","50","deny","manual","99.00","145.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-182-T-shirt-White-1.png?v=1784781576","1","","false","OG T-shirt White By Corteiz Buy Now Free Shipping UK USA","The OG T-shirt in classic white by Corteiz is an essential wardrobe staple. Crafted with quality materials piece offers comfort and style for everyday wear. ","","","","white","","","","crew","","s; m; l; xl; 2xl","short","","","","kg","","","active"
"og-t-shirt-white-by-corteiz-1","","","","","","","","","m","","","","","","","","","500.0","shopify","50","deny","manual","99.00","145.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-t-shirt-white-by-corteiz-1","","","","","","","","","l","","","","","","","","","500.0","shopify","50","deny","manual","99.00","145.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-t-shirt-white-by-corteiz-1","","","","","","","","","xl","","","","","","","","","500.0","shopify","20","deny","manual","99.00","145.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-t-shirt-white-by-corteiz-1","","","","","","","","","2xl","","","","","","","","","500.0","shopify","50","deny","manual","99.00","145.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-t-shirt-white-by-corteiz","OG T-Shirt White By Corteiz","The OG T-Shirt in classic white delivers timeless style with authentic Corteiz branding. Crafted from premium quality fabric, this essential piece offers comfort and durability for everyday wear. The clean, minimalist design makes it versatile enough to pair with any outfit, whether dressed up or down. Perfect for those who appreciate quality basics with genuine streetwear credibility. A wardrobe staple that never goes out of style.","Corteiz","Apparel & Accessories > Clothing > Clothing Tops > T-Shirts","Hoodie","Corteiz  T-Shirt","true","Size","s","product.metafields.shopify.size","","","","","","","","500.0","","0","deny","manual","110.00","146.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-0208-Go-Suck-Urself-T-Shirt-White-2.png?v=1784781267","1","","false","OG T-Shirt White By Corteiz Buy Now Free Shipping UK USA","The OG T-Shirt in classic white delivers timeless style with authentic Corteiz branding. Crafted from premium quality fabric durability for everyday wear.","","","","white","","","","","","s; m; l; xl; 2xl","","","","","kg","","","active"
"og-t-shirt-white-by-corteiz","","","","","","","","","m","","","","","","","","","500.0","","0","deny","manual","110.00","146.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-t-shirt-white-by-corteiz","","","","","","","","","l","","","","","","","","","500.0","","0","deny","manual","110.00","146.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-t-shirt-white-by-corteiz","","","","","","","","","xl","","","","","","","","","500.0","","0","deny","manual","110.00","146.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-t-shirt-white-by-corteiz","","","","","","","","","2xl","","","","","","","","","500.0","","0","deny","manual","110.00","146.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"elitework-waterproof-shell-jacket-orange-by-corteiz","Elitework Waterproof Shell Jacket Orange By Corteiz","Experience ultimate protection with the Elitework Waterproof Shell Jacket in striking orange by Corteiz. Engineered with advanced waterproof technology, this jacket shields you from rain and moisture while maintaining breathability for all-day comfort. The durable shell construction resists wear and tear, making it ideal for outdoor adventures, commutes, or unpredictable weather. The vibrant orange colorway ensures visibility and style. Lightweight and packable, it's your essential companion for any season. Perfect for those who demand both performance and contemporary design.","Corteiz","Apparel & Accessories > Clothing > Outerwear > Coats & Jackets > Rain Coats","Hoodie","Corteiz Hoodie, Orange Hoodies","true","Size","s","product.metafields.shopify.size","","","","","","","","500.0","","0","deny","manual","145.00","185.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-Elitework-Waterproof-Shell-Jacket-Orange.png?v=1784780634","1","","false","Elitework Waterproof Shell Jacket Orange By Corteiz Buy Now Free Shipping UK USA","Experience ultimate protection with the Elitework Waterproof Shell Jacket in striking orange by Corteiz. Engineered with advanced waterproof technology.","","","","","","","","","","s; m; l; xl; 2xl","","","","","kg","","","active"
"elitework-waterproof-shell-jacket-orange-by-corteiz","","","","","","","","","m","","","","","","","","","500.0","","0","deny","manual","145.00","185.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"elitework-waterproof-shell-jacket-orange-by-corteiz","","","","","","","","","l","","","","","","","","","500.0","","0","deny","manual","145.00","185.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"elitework-waterproof-shell-jacket-orange-by-corteiz","","","","","","","","","xl","","","","","","","","","500.0","","0","deny","manual","145.00","185.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"elitework-waterproof-shell-jacket-orange-by-corteiz","","","","","","","","","2xl","","","","","","","","","500.0","","0","deny","manual","145.00","185.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-hoodie-baby-blue-by-corteiz","OG Hoodie Baby Blue By Corteiz","The OG Hoodie in Baby Blue by Corteiz is a premium streetwear essential that combines comfort with contemporary style. Crafted from high-quality fabric, this hoodie features a clean, minimalist design that works seamlessly with any casual wardrobe. The soft baby blue colorway offers a fresh, versatile look perfect for layering or wearing solo. Ideal for everyday wear, whether you're heading out or relaxing at home, this piece delivers both quality and timeless appeal that defines the Corteiz aesthetic.","Corteiz","Apparel & Accessories > Clothing > Activewear > Activewear Sweatshirts & Hoodies > Hoodies","Hoodie","Corteiz Hoodie, Hoodie Baby Blue","true","Size","s","product.metafields.shopify.size","","","","","","","","0.0","","0","deny","manual","144.00","186.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-Dropout-Hoodie-Baby-Blue-1.png?v=1784780190","1","","false","OG Hoodie Baby Blue By Corteiz Buy Now Free Shipping UK USA","The OG Hoodie in Baby Blue by Corteiz is a premium streetwear essential that combines comfort with contemporary style. ","","","","blue","","","","hooded","","s; m; l; xl; 2xl","long","","medium","","kg","","","active"
"og-hoodie-baby-blue-by-corteiz","","","","","","","","","m","","","","","","","","","0.0","","0","deny","manual","144.00","186.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-hoodie-baby-blue-by-corteiz","","","","","","","","","l","","","","","","","","","0.0","","0","deny","manual","144.00","186.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-hoodie-baby-blue-by-corteiz","","","","","","","","","xl","","","","","","","","","0.0","","0","deny","manual","144.00","186.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-hoodie-baby-blue-by-corteiz","","","","","","","","","2xl","","","","","","","","","0.0","","0","deny","manual","144.00","186.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-hoodie-navy-by-corteiz","OG Hoodie Navy By Corteiz","The OG Hoodie in Navy by Corteiz is an essential streetwear staple. Crafted with premium quality fabric, this hoodie delivers comfort and style for everyday wear. The classic navy colorway pairs effortlessly with any outfit, while the iconic Corteiz branding adds authentic street credibility. Perfect for layering or wearing solo, this piece combines durability with contemporary design. A must-have for anyone serious about their wardrobe.","Corteiz","Apparel & Accessories > Clothing > Activewear > Activewear Sweatshirts & Hoodies > Hoodies","Hoodie","Corteiz Hoodie, Hoodie Navy","true","Size","s","product.metafields.shopify.size","","","","","","","","500.0","","0","deny","manual","144.00","183.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-Crtz-Dropout-Hoodie-Navy-1.png?v=1784615058","1","","false","OG Hoodie Navy By Corteiz By Now Free Shipping UK USA","The OG Hoodie in Navy by Corteiz is an essential streetwear staple. Crafted with premium quality fabric, hoodie delivers comfort and style for everyday wear.","","","","navy","","","","","","s; m; l; xl; 2xl","long","","medium","","kg","","","active"
"og-hoodie-navy-by-corteiz","","","","","","","","","m","","","","","","","","","500.0","","0","deny","manual","144.00","183.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-hoodie-navy-by-corteiz","","","","","","","","","l","","","","","","","","","500.0","","0","deny","manual","144.00","183.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-hoodie-navy-by-corteiz","","","","","","","","","xl","","","","","","","","","500.0","","0","deny","manual","144.00","183.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-hoodie-navy-by-corteiz","","","","","","","","","2xl","","","","","","","","","500.0","","0","deny","manual","144.00","183.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-moon-hoodie-black-by-corteiz","OG Moon Hoodie Black By Corteiz","The OG Moon Hoodie in Black by Corteiz is a premium streetwear essential that combines bold design with everyday comfort. Featuring the iconic moon graphic that defines Corteiz's signature aesthetic, this hoodie delivers a statement look perfect for casual wear or layering.

Crafted from quality fabric, it offers warmth and durability for year-round wear. The relaxed fit and classic black colorway make it versatile enough to pair with any outfit in your collection. Whether you're a Corteiz enthusiast or discovering the brand for the first time, this hoodie is a must-have addition to your wardrobe.","Corteiz","Apparel & Accessories > Clothing > Activewear > Activewear Sweatshirts & Hoodies > Hoodies","Hoodie","Black Hoodie, Corteiz Hoodie","true","Size","s","product.metafields.shopify.size","","","","","","","","500.0","","0","deny","manual","145.00","183.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-Crescent-Hoodie-Black-2.png?v=1784614910","1","","false","OG Moon Hoodie Black By Corteiz Buy Now Free Shipping UK USA","The OG Moon Hoodie in Black by Corteiz is a premium streetwear essential that combines bold design with everyday comfort. Featuring the iconic moon graphic .","","","","black","","","","hooded","","s; m; l; xl; 2xl","long","","medium","","kg","","","active"
"og-moon-hoodie-black-by-corteiz","","","","","","","","","m","","","","","","","","","500.0","","0","deny","manual","145.00","183.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-moon-hoodie-black-by-corteiz","","","","","","","","","l","","","","","","","","","500.0","","0","deny","manual","145.00","183.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-moon-hoodie-black-by-corteiz","","","","","","","","","xl","","","","","","","","","500.0","","0","deny","manual","145.00","183.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-moon-hoodie-black-by-corteiz","","","","","","","","","2xl","","","","","","","","","500.0","","0","deny","manual","145.00","183.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-hoodie-grey-by-corteiz-1","OG  Hoodie Grey By Corteiz","Experience authentic streetwear with the OG Hoodie in Grey by Corteiz. This premium hoodie delivers signature style with a comfortable, relaxed silhouette designed for modern wear. The neutral grey shade works seamlessly with any wardrobe, while quality construction ensures durability through countless wears. Perfect for layering or wearing solo, it's the go-to piece for those who appreciate genuine streetwear culture. Elevate your everyday look with Corteiz.","Corteiz","Apparel & Accessories > Clothing > Activewear > Activewear Sweatshirts & Hoodies > Hoodies","Hoodie","Corteiz Hoodie, Hoodie Grey","true","Size","s","product.metafields.shopify.size","","","","","","","","500.0","","0","deny","manual","144.00","176.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-Aufentic-Hoodie-Grey-2.png?v=1784614703","1","","false","OG  Hoodie Grey By Corteiz Buy Now Free Shipping UK USA","Experience authentic streetwear with the OG Hoodie in Grey by Corteiz. This premium hoodie delivers signature style with a comfortable, relaxed designed .","","","","","","","","","","s; m; l; xl; 2xl","","","","","kg","","","active"
"og-hoodie-grey-by-corteiz-1","","","","","","","","","m","","","","","","","","","500.0","","0","deny","manual","144.00","176.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-hoodie-grey-by-corteiz-1","","","","","","","","","l","","","","","","","","","500.0","","0","deny","manual","144.00","176.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-hoodie-grey-by-corteiz-1","","","","","","","","","xl","","","","","","","","","500.0","","0","deny","manual","144.00","176.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-hoodie-grey-by-corteiz-1","","","","","","","","","2xl","","","","","","","","","500.0","","0","deny","manual","144.00","176.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-hoodie-black-by-corteiz-1","OG  Hoodie Black By Corteiz","The OG Hoodie in classic black delivers timeless streetwear style with premium comfort. Crafted by Corteiz, this essential piece features a relaxed fit and quality construction perfect for everyday wear. The iconic design makes it a versatile staple that pairs effortlessly with any casual outfit. Built to last, this hoodie combines durability with contemporary aesthetics for the modern wardrobe.","Corteiz","Apparel & Accessories > Clothing > Activewear > Activewear Sweatshirts & Hoodies > Hoodies","Hoodie","Black Hoodie, Corteiz Hoodie","true","Size","s","product.metafields.shopify.size","","","","","","","","500.0","","0","deny","manual","143.00","187.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-Allstarz-Hoodie-Black-1.png?v=1784614335","1","","false","OG  Hoodie Black By Corteiz Buy Now Free shipping  UK USA","The OG Hoodie in classic black delivers timeless streetwear style with premium comfort. Crafted by Corteiz, this essential piece features a relaxed fit and quality.","","","","black","","","","hooded","","s; m; l; xl; 2xl","long","","medium","","kg","","","active"
"og-hoodie-black-by-corteiz-1","","","","","","","","","m","","","","","","","","","500.0","","0","deny","manual","143.00","187.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-hoodie-black-by-corteiz-1","","","","","","","","","l","","","","","","","","","500.0","","0","deny","manual","143.00","187.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-hoodie-black-by-corteiz-1","","","","","","","","","xl","","","","","","","","","500.0","","0","deny","manual","143.00","187.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-hoodie-black-by-corteiz-1","","","","","","","","","2xl","","","","","","","","","500.0","","0","deny","manual","143.00","187.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-hoodie-hazelnut-by-corteiz","OG Hoodie Hazelnut By Corteiz","The OG Hoodie in Hazelnut by Corteiz is a premium streetwear essential that combines comfort with contemporary style. Crafted from high-quality fabric, this hoodie features a relaxed fit and signature Corteiz branding, making it a versatile piece for casual wear or layering. The warm hazelnut tone complements any wardrobe, while the durable construction ensures long-lasting wear. Perfect for those who appreciate quality streetwear with understated elegance.","Corteiz","Apparel & Accessories > Clothing > Activewear > Activewear Sweatshirts & Hoodies > Hoodies","Hoodie","Brown Hoodie, Corteiz Hoodie","true","Size","s","product.metafields.shopify.size","","","","","","","","500.0","","0","deny","manual","146.00","176.00","true","false","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-Alcatraz-Hoodie-Hazelnut.png?v=1784614078","1","","false","OG Hoodie Hazelnut By Corteiz Buy Now Free Shipping UK USA","The OG Hoodie in Hazelnut by Corteiz is a premium streetwear essential that combines comfort with contemporary style. Crafted from high-quality fabric.","","","","brown","","","","hooded","","s; m; l; xl; 2xl","long","","long","","kg","","","active"
"og-hoodie-hazelnut-by-corteiz","","","","","","","","","m","","","","","","","","","500.0","","0","deny","manual","146.00","176.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-hoodie-hazelnut-by-corteiz","","","","","","","","","l","","","","","","","","","500.0","","0","deny","manual","146.00","176.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-hoodie-hazelnut-by-corteiz","","","","","","","","","xl","","","","","","","","","500.0","","0","deny","manual","146.00","176.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-hoodie-hazelnut-by-corteiz","","","","","","","","","2xl","","","","","","","","","500.0","","0","deny","manual","146.00","176.00","true","false","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-hoodie-grey-by-corteiz","OG Hoodie Grey By Corteiz","The OG Hoodie in Grey by Corteiz is a timeless streetwear essential that combines comfort with contemporary style. Crafted from premium quality fabric, this hoodie features a clean, minimalist design that works seamlessly with any casual wardrobe. The relaxed fit and soft construction make it perfect for everyday wear, whether you're heading out or staying in. The iconic Corteiz branding adds an authentic touch to this versatile piece. Ideal for layering or wearing solo, this grey hoodie is a must-have for anyone who appreciates quality streetwear.","Corteiz","Apparel & Accessories > Clothing > Activewear > Activewear Sweatshirts & Hoodies > Hoodies","Hoodie","Corteiz Hoodie, Hoodie Grey","true","Size","s","product.metafields.shopify.size","","","","","","","","500.0","","0","deny","manual","145.00","187.00","true","true","","","","","","https://cdn.shopify.com/s/files/1/0743/1271/2262/files/Corteiz-Alcatraz-Hoodie-Grey-1.png?v=1784613881","1","","false","OG Hoodie Grey By Corteiz Buy Now Free shipping UK USA","The OG Hoodie in Grey by Corteiz is a timeless streetwear essential that combines comfort with contemporary style. Crafted from premium quality fabric.","","","","gray","","","","","","s; m; l; xl; 2xl","long","","medium","","kg","","","active"
"og-hoodie-grey-by-corteiz","","","","","","","","","m","","","","","","","","","500.0","","0","deny","manual","145.00","187.00","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-hoodie-grey-by-corteiz","","","","","","","","","l","","","","","","","","","500.0","","0","deny","manual","145.00","187.00","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-hoodie-grey-by-corteiz","","","","","","","","","xl","","","","","","","","","500.0","","0","deny","manual","145.00","187.00","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
"og-hoodie-grey-by-corteiz","","","","","","","","","2xl","","","","","","","","","500.0","","0","deny","manual","145.00","187.00","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","kg","","",""
